25,False
2168,False
13667,False
97652,False
80,False
117,False
4,False
32166,False
36,False
119,False
169,False
965,False
1,False
632,False
9,False
57377,False
4502,False
0,False
296,False
21,False
478,False
1084,False
27532,False
6036,False
1781,False
2,False
19043,False
2478,False
524,False
23023,False
68,False
193,False
2389,False
1062,False
3,False
1161,False
137,False
45084,False
254,False
8,False
4,False
29,False
0,False
76271,False
47,False
22,False
0,False
3,False
56365,False
17,False
50510,False
14,False
317,False
39,False
399,False
35,False
1,False
322,False
364,False
4,False
12,False
29,False
92838,False
39461,False
31,False
2419,False
87272,False
40202,False
53,False
14,False
1507,False
20262,False
20,False
1384,False
80,False
24104,False
18,False
3,False
9710,False
0,False
0,False
1723,False
28,False
1224,False
4,False
5,False
8,False
44,False
13,False
73,False
326,False
0,False
15836,False
5,False
0,False
2840,False
450,False
6,False
1133,False
1238,False
48,False
83,False
430,False
21,False
65493,False
0,False
4,False
9,False
8982,False
11579,False
10396,False
30821,False
2735,False
30,False
23865,False
569,False
202,False
55322,False
0,False
0,False
5,False
156,False
17827,False
16,False
1035,False
1817,False
1024,False
152,False
1525,False
783,False
38,False
28161,False
23127,False
24,False
66,False
247,False
114,False
3,False
2,False
1,False
1080,False
20,False
15,False
43137,False
40,False
19,False
2,False
3,False
636,False
112,False
0,False
134,False
59428,False
2,False
5346,False
0,False
49448,False
2585,False
20,False
11575,False
74380,False
23083,False
5,False
46,False
12418,False
1,False
87733,False
0,False
4,False
654,False
12,False
8,False
94,False
486,False
89238,False
12245,False
5210,False
56203,False
85,False
15,False
3088,False
151,False
276,False
1246,False
105,False
47510,False
75863,False
17,False
7,False
140,False
88,False
4348,False
17,False
2640,False
1590,False
3447,False
15,False
2474,False
14109,False
118,False
2,False
1626,False
4,False
56181,False
41790,False
0,False
4434,False
28,False
5,False
9,False
1378,False
19267,False
19531,False
1750,False
20652,False
12,False
801,False
2186,False
4,False
423,False
493,False
10,False
0,False
1,False
445,False
5,False
5,False
13,False
89196,False
327,False
0,False
6342,False
1,False
97,False
8819,False
942,False
26,False
61,False
228,False
548,False
2371,False
9,False
176,False
0,False
0,False
0,False
1298,False
56123,False
281,False
33109,False
1259,False
15,False
42,False
11379,False
1628,False
0,False
30056,False
3,False
4,False
6,False
3,False
5099,False
1757,False
6,False
1,False
1145,False
1313,False
168,False
108,False
7788,False
635,False
464,False
146,False
4,False
12,False
39722,False
113,False
14,False
0,False
33,False
60,False
0,False
3,False
41612,False
356,False
0,False
325,False
87,False
5,False
0,False
1,False
23,False
8094,False
1633,False
2,False
5,False
76,False
906,False
0,False
1031,False
5,False
13819,False
1268,False
2906,False
4,False
609,False
321,False
13100,False
1,False
1,False
25,False
32,False
4,False
5,False
109,False
4467,False
44895,False
25,False
69,False
79,False
22918,False
8797,False
18,False
23488,False
108,False
10240,False
23856,False
15065,False
54003,False
1348,False
68091,False
327,False
1,False
3,False
301,False
606,False
21853,False
160,False
3317,False
6,False
640,False
285,False
5139,False
14389,False
114,False
9298,False
80,False
1,False
23,False
37,False
422,False
4206,False
34,False
21811,False
5,False
95,False
8545,False
39348,False
593,False
4880,False
0,False
12500,False
3571,False
1480,False
498,False
3928,False
51006,False
1,False
100,False
83746,False
31831,False
13060,False
7,False
49,False
3,False
2,False
2864,False
7162,False
5,False
53,False
1640,False
527,False
12,False
1702,False
51420,False
1,False
502,False
54764,False
412,False
11517,False
4,False
2,False
48004,False
2815,False
21880,False
6406,False
943,False
181,False
527,False
154,False
3,False
13,False
1455,False
59,False
14,False
48,False
24,False
5,False
0,False
359,False
0,False
94736,False
57526,False
5458,False
415,False
760,False
893,False
49,False
188,False
8151,False
2,False
12,False
14757,False
191,False
0,False
21,False
15,False
39257,False
0,False
0,False
0,False
4,False
12712,False
6,False
16,False
127,False
69,False
60470,False
9508,False
146,False
14,False
7,False
4367,False
12,False
729,False
3263,False
0,False
1103,False
204,False
8,False
46557,False
2195,False
12,False
0,False
31178,False
0,False
3070,False
3395,False
14,False
27378,False
19,False
1,False
89696,False
1,False
277,False
41520,False
2,False
11,False
13071,False
20,False
133,False
14,False
9869,False
66645,False
210,False
1,False
5,False
69954,False
0,False
60455,False
6929,False
93,False
605,False
31924,False
12868,False
5448,False
9,False
66,False
1847,False
51,False
1911,False
134,False
13110,False
20488,False
9,False
0,False
19627,False
0,False
34119,False
1,False
63,False
0,False
97718,False
23202,False
35,False
9460,False
324,False
75,False
0,False
21577,False
1041,False
671,False
5,False
78358,False
50,False
9841,False
9958,False
3712,False
238,False
184,False
0,False
14216,False
19091,False
0,False
19,False
285,False
27,False
8041,False
69822,False
111,False
4,False
67,False
78,False
0,False
21,False
888,False
92,False
104,False
4249,False
38,False
4390,False
4,False
169,False
3,False
403,False
96,False
1573,False
16,False
27,False
443,False
36,False
28,False
84767,False
2925,False
1254,False
0,False
3123,False
2723,False
88717,False
472,False
17,False
6775,False
536,False
10750,False
2,False
61,False
0,False
567,False
19587,False
275,False
0,False
1903,False
25892,False
0,False
2580,False
4,False
730,False
172,False
3,False
2900,False
56051,False
19120,False
10,False
87047,False
1,False
16,False
15208,False
7542,False
1710,False
1,False
13,False
11,False
32,False
152,False
29,False
274,False
36396,False
3,False
1,False
10600,False
150,False
647,False
23447,False
11757,False
55074,False
21474,False
0,False
94,False
12,False
38,False
44,False
0,False
299,False
5005,False
4651,False
10,False
16,False
11025,False
17618,False
2,False
569,False
11355,False
66,False
21425,False
9,False
60857,False
900,False
2146,False
5,False
1,False
50127,False
361,False
10906,False
65,False
5,False
8259,False
2,False
18370,False
67,False
21,False
93520,False
8,False
12,False
1,False
0,False
652,False
2,False
35424,False
0,False
11,False
5993,False
4852,False
62,False
5,False
0,False
1804,False
65748,False
0,False
0,False
3201,False
7,False
2708,False
219,False
3511,False
3086,False
0,False
42,False
8415,False
16,False
2016,False
61,False
770,False
94690,False
2,False
6409,False
88353,False
594,False
455,False
144,False
0,False
57719,False
4,False
400,False
95558,False
990,False
0,False
303,False
0,False
18,False
3143,False
4,False
0,False
5,False
3736,False
7485,False
8616,False
5,False
15,False
19,False
3,False
6,False
11837,False
3297,False
229,False
59204,False
48,False
1,False
84197,False
165,False
11847,False
186,False
52,False
57609,False
72,False
238,False
653,False
1,False
92420,False
3,False
77,False
3006,False
307,False
299,False
0,False
21869,False
528,False
567,False
471,False
2,False
1133,False
6554,False
363,False
294,False
3,False
335,False
37,False
21956,False
33970,False
200,False
2,False
38002,False
9,False
123,False
1,False
20,False
0,False
2,False
102,False
85551,False
2536,False
2029,False
168,False
1,False
45,False
2,False
90738,False
25,False
43,False
118,False
0,False
1577,False
760,False
30221,False
26,False
24,False
12,False
639,False
706,False
9275,False
3,False
181,False
25360,False
10,False
17,False
91021,False
339,False
0,False
9,False
2,False
32,False
2,False
9187,False
9782,False
125,False
30,False
11,False
38,False
2311,False
12,False
50644,False
86604,False
1993,False
73,False
6,False
121,False
5,False
844,False
41,False
22345,False
825,False
25,False
8509,False
207,False
30,False
0,False
48152,False
5774,False
14196,False
