pages,is_write
18585,False
14458,False
59,False
13640,False
24515,False
22243,False
13154,False
21570,False
20338,False
14154,False
22400,False
15559,False
21478,False
24464,False
13810,False
15391,False
13810,False
15391,True
20338,False
21975,False
13607,False
20338,False
21975,False
13607,False
20338,False
21975,False
13607,True
15559,False
15450,False
15131,False
15559,False
15450,False
15130,True
15559,False
15450,False
15130,True
15559,False
15450,False
15130,True
15559,False
15450,False
15130,True
15559,False
15450,False
15131,True
13640,False
11775,False
12329,True
13810,False
15944,False
13810,False
15944,True
20338,False
21975,False
17242,False
20338,False
21975,False
17242,False
20338,False
21975,False
17242,True
15559,False
19665,False
16305,False
15559,False
19665,False
15853,True
15559,False
19665,False
15853,True
15559,False
19665,False
15853,True
15559,False
19665,False
15853,True
15559,False
19665,False
15853,True
15559,False
19665,False
15853,True
15559,False
19665,False
15853,True
15559,False
19665,False
15853,True
15559,False
19665,False
15853,True
15559,False
19665,False
16305,True
13640,False
14056,False
13906,True
13810,False
18591,False
13810,False
18591,True
20338,False
25337,False
17289,False
20338,False
25337,False
17289,False
20338,False
25337,False
17289,True
15559,False
21134,False
17282,False
15559,False
21134,False
17282,True
15559,False
21134,False
17282,True
15559,False
21134,False
17282,True
15559,False
21134,False
17282,True
15559,False
21134,False
17282,True
13640,False
18960,False
15150,True
13810,False
18690,False
13810,False
18690,True
20338,False
25337,False
18295,False
20338,False
25337,False
18295,False
20338,False
25337,False
18295,True
15559,False
21315,False
19786,False
15559,False
21315,False
17985,True
15559,False
21315,False
17985,True
15559,False
21315,False
17985,True
15559,False
21315,False
17985,True
15559,False
21315,False
17985,True
15559,False
21315,False
17985,True
15559,False
21315,False
17985,True
15559,False
21315,False
17985,True
15559,False
21315,False
19786,True
15559,False
21315,False
19786,True
15559,False
21315,False
19786,True
15559,False
21315,False
19786,True
13640,False
19076,False
18681,True
13810,False
20017,False
13810,False
20017,True
20338,False
25337,False
18472,False
20338,False
25337,False
18472,False
20338,False
25337,False
18472,True
15559,False
21411,False
20973,False
15559,False
21411,False
20973,True
15559,False
21411,False
20973,True
15559,False
21411,False
20973,True
15559,False
21411,False
20973,True
15559,False
21411,False
20973,True
15559,False
21411,False
20973,True
13640,False
19269,False
18982,True
13810,False
20264,False
13810,False
20264,True
20338,False
14154,False
21168,False
20338,False
14154,False
21168,False
20338,False
14154,False
21168,True
15559,False
21478,False
20725,False
15559,False
21478,False
20725,True
15559,False
21478,False
20725,True
15559,False
21478,False
20725,True
15559,False
21478,False
20725,True
15559,False
21478,False
20725,True
15559,False
21478,False
20725,True
13640,False
24515,False
20010,True
13810,False
23649,False
13810,False
23649,True
20338,False
14154,False
25626,False
20338,False
14154,False
25626,False
20338,False
14154,False
25626,True
15559,False
22079,False
23207,False
15559,False
22079,False
25180,True
15559,False
22079,False
25180,True
15559,False
22079,False
23207,True
15559,False
22079,False
23207,True
15559,False
22079,False
23207,True
15559,False
22079,False
23207,True
15559,False
22079,False
23207,True
15559,False
22079,False
23207,True
15559,False
22079,False
23207,True
15559,False
22079,False
23207,True
15559,False
22079,False
23207,True
15559,False
22079,False
23207,True
13640,False
24029,False
22188,True
13810,False
22952,False
13810,False
22952,True
20338,False
14154,False
24335,False
20338,False
14154,False
24335,False
20338,False
14154,False
24335,True
15559,False
26595,False
23966,False
15559,False
26595,False
23966,True
15559,False
26595,False
23966,True
15559,False
26595,False
23966,True
15559,False
26595,False
23966,True
15559,False
26595,False
23966,True
15559,False
26595,False
23966,True
15559,False
26595,False
23966,True
15559,False
26595,False
23966,True
15559,False
26595,False
23966,True
15559,False
26595,False
23966,True
15559,False
26595,False
23966,True
15559,False
26595,False
23966,True
13640,False
27088,False
26563,True
13810,False
26441,False
13810,False
26441,True
20338,False
14154,False
26116,False
20338,False
14154,False
26116,False
20338,False
14154,False
26116,True
15559,False
26372,False
28686,False
15559,False
26372,False
28686,True
15559,False
26372,False
28686,True
15559,False
26372,False
28686,True
15559,False
26372,False
28686,True
15559,False
26372,False
28686,True
15559,False
26372,False
28686,True
15559,False
26372,False
28686,True
15559,False
26372,False
28686,True
15559,False
26372,False
28686,True
15559,False
26372,False
28686,True
15559,False
26372,False
28686,True
15559,False
26372,False
28686,True
13640,False
27352,False
25083,True
13810,False
27787,False
13810,False
27787,True
20338,False
14154,False
26488,False
20338,False
14154,False
26488,False
20338,False
14154,False
26488,True
15559,False
26472,False
30926,False
15559,False
26472,False
30926,True
15559,False
26472,False
30926,True
15559,False
26472,False
30926,True
15559,False
26472,False
30926,True
15559,False
26472,False
30926,True
15559,False
26472,False
30926,True
15559,False
26472,False
30926,True
15559,False
26472,False
30926,True
13640,False
28828,False
26932,True
52,False
13640,False
28828,False
28807,False
54,True
20338,False
14154,False
35,True
13154,False
27617,True
13810,False
34,True
3985,False
5456,False
3324,True
3985,False
4974,False
4434,True
3985,False
10449,False
8242,True
3985,False
12979,False
11264,True
3985,False
12292,False
13083,True
3985,False
4421,False
2674,True
3985,False
10248,False
6988,True
3985,False
4771,False
3886,True
313,False
578,False
372,False
3985,False
5456,False
3324,False
15559,False
14883,False
37,True
313,False
1008,False
756,False
3985,False
4974,False
4434,False
15559,False
14883,False
37,True
313,False
2328,False
2424,False
3985,False
10449,False
8242,False
15559,False
14883,False
37,True
313,False
53,False
2884,False
3985,False
12979,False
11264,False
15559,False
14883,False
37,True
313,False
3383,False
2522,False
3985,False
12292,False
13083,False
15559,False
14883,False
37,True
313,False
195,False
193,False
3985,False
4421,False
2674,False
15559,False
14883,False
37,True
313,False
2328,False
1665,False
3985,False
10248,False
6988,False
15559,False
14883,False
37,True
313,False
578,False
486,False
3985,False
4771,False
3886,False
15559,False
14883,False
37,True
24349,False
24543,False
17545,False
52,False
52,True
54,False
54,True
24349,False
12673,False
22283,False
52,False
52,True
54,False
54,True
24349,False
12673,False
24501,False
52,False
13640,False
24889,False
24229,False
54,True
20338,False
14154,False
24818,True
13154,False
23902,True
13810,False
26441,True
3985,False
10334,False
9107,True
3985,False
10912,False
11675,True
3985,False
9617,False
7058,True
3985,False
8564,False
7483,True
3985,False
8765,False
9013,True
3985,False
10240,False
13127,True
3985,False
4929,False
6215,True
3985,False
10032,False
12483,True
3985,False
4771,False
3686,True
313,False
2328,False
1373,False
3985,False
10334,False
9107,False
15559,False
26329,False
27053,True
313,False
2670,False
2345,False
3985,False
10912,False
11675,False
15559,False
26329,False
27053,True
313,False
2135,False
1390,False
3985,False
9617,False
7058,False
15559,False
26329,False
27053,True
313,False
1923,False
1457,False
